,glom,id,weight,cell.type,connectivity.type,dataset,index,cell_name
2386,VL2p,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2387,VM1,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2388,VM2,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2389,VM3,2042935,0.285714286,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2390,VM4,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2391,VM5d,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2392,VM5v,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2393,VM6,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2394,VM7d,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2395,VM7v,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2396,VP1d,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2397,VP1l,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2398,VP1m,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2399,VP2,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2400,VP3,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2401,VP5,2042935,0,LHPV5d1,LHPV5d1_b,FAFB,1,LHPV5d1_b_1
2556,D,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2557,DA1,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2558,DA2,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2559,DA3,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2560,DA4l,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2561,DA4m,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2562,DC1,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2563,DC2,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2564,DC3,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2565,DC4,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2566,DL1,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2567,DL2d,2204528,0.004291845,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2568,DL2v,2204528,0.034334764,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2569,DL3,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2570,DL4,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2571,DL5,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2572,DM1,2204528,0.115879828,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2573,DM2,2204528,0.034334764,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2574,DM3,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2575,DM4,2204528,0.137339056,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2576,DM5,2204528,0.034334764,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2577,DM6,2204528,0.004291845,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2578,DP1l,2204528,0.0472103,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2579,DP1m,2204528,0.141630901,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2580,V,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2581,VA1d,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2582,VA1v,2204528,0.017167382,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2583,VA2,2204528,0.103004292,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2584,VA3,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2585,VA4,2204528,0.017167382,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2586,VA5,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2587,VA6,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2588,VA7l,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2589,VA7m,2204528,0.038626609,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2590,VC1,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2591,VC2,2204528,0.012875536,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2592,VC3,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2593,VC4,2204528,0.030042918,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2594,VC5,2204528,0.021459227,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2603,VL1,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2604,VL2a,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2605,VL2p,2204528,0.025751073,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2606,VM1,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2607,VM2,2204528,0.008583691,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2608,VM3,2204528,0.08583691,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2609,VM4,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2610,VM5d,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2611,VM5v,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2612,VM6,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2613,VM7d,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2614,VM7v,2204528,0.008583691,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2615,VP1d,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2616,VP1l,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2617,VP1m,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2618,VP2,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2619,VP3,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2620,VP5,2204528,0,LHPV5a1,LHPV5a1_a,FAFB,2,LHPV5a1_a_2
2629,D,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2630,DA1,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2631,DA2,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2632,DA3,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2633,DA4l,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2634,DA4m,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2635,DC1,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2636,DC2,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2637,DC3,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2638,DC4,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2639,DL1,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2640,DL2d,2205218,0.007968127,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2641,DL2v,2205218,0.007968127,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2642,DL3,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2643,DL4,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2644,DL5,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2645,DM1,2205218,0.394422311,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2646,DM2,2205218,0.043824701,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2647,DM3,2205218,0.003984064,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2648,DM4,2205218,0.135458167,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2649,DM5,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2650,DM6,2205218,0.007968127,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2651,DP1l,2205218,0.023904382,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2652,DP1m,2205218,0.103585657,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2653,V,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2654,VA1d,2205218,0.007968127,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2655,VA1v,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2656,VA2,2205218,0.059760956,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2657,VA3,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2658,VA4,2205218,0.019920319,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2659,VA5,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2660,VA6,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2661,VA7l,2205218,0.043824701,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2662,VA7m,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2663,VC1,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2664,VC2,2205218,0.003984064,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2665,VC3,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2666,VC4,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2667,VC5,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2676,VL1,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2677,VL2a,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2678,VL2p,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2679,VM1,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2680,VM2,2205218,0.007968127,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2681,VM3,2205218,0.055776892,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2682,VM4,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2683,VM5d,2205218,0.027888446,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2684,VM5v,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2685,VM6,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2686,VM7d,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2687,VM7v,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2688,VP1d,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2689,VP1l,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2690,VP1m,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2691,VP2,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2692,VP3,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2693,VP5,2205218,0,LHPD2a1,LHPD2a1,FAFB,4,LHPD2a1_4
2702,D,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2703,DA1,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2704,DA2,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2705,DA3,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2706,DA4l,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2707,DA4m,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2708,DC1,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2709,DC2,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2710,DC3,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2711,DC4,2425247,0.034313725,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2712,DL1,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2713,DL2d,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2714,DL2v,2425247,0.004901961,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2715,DL3,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2716,DL4,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2717,DL5,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2718,DM1,2425247,0.053921569,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2719,DM2,2425247,0.009803922,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2720,DM3,2425247,0.009803922,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2721,DM4,2425247,0.073529412,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2722,DM5,2425247,0.034313725,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2723,DM6,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2724,DP1l,2425247,0.073529412,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2725,DP1m,2425247,0.112745098,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2726,V,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2727,VA1d,2425247,0.004901961,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2728,VA1v,2425247,0.009803922,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2729,VA2,2425247,0.053921569,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2730,VA3,2425247,0.058823529,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2731,VA4,2425247,0.014705882,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2732,VA5,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2733,VA6,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2734,VA7l,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2735,VA7m,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2736,VC1,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2737,VC2,2425247,0.034313725,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2738,VC3,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2739,VC4,2425247,0.088235294,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2740,VC5,2425247,0.019607843,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2749,VL1,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2750,VL2a,2425247,0.009803922,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2751,VL2p,2425247,0.049019608,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2752,VM1,2425247,0.024509804,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2753,VM2,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2754,VM3,2425247,0.06372549,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2755,VM4,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2756,VM5d,2425247,0.009803922,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2757,VM5v,2425247,0.009803922,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2758,VM6,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2759,VM7d,2425247,0.009803922,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2760,VM7v,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2761,VP1d,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2762,VP1l,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2763,VP1m,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2764,VP2,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2765,VP3,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2766,VP5,2425247,0,LHPV5a2,LHPV5a2,FAFB,2,LHPV5a2_2
2775,D,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2776,DA1,2477473,0.96875,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2777,DA2,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2778,DA3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2779,DA4l,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2780,DA4m,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2781,DC1,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2782,DC2,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2783,DC3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2784,DC4,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2785,DL1,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2786,DL2d,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2787,DL2v,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2788,DL3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2789,DL4,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2790,DL5,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2791,DM1,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2792,DM2,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2793,DM3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2794,DM4,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2795,DM5,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2796,DM6,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2797,DP1l,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2798,DP1m,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2799,V,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2800,VA1d,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2801,VA1v,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2802,VA2,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2803,VA3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2804,VA4,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2805,VA5,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2806,VA6,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2807,VA7l,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2808,VA7m,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2809,VC1,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2810,VC2,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2811,VC3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2812,VC4,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2813,VC5,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2822,VL1,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2823,VL2a,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2824,VL2p,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2825,VM1,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2826,VM2,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2827,VM3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2828,VM4,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2829,VM5d,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2830,VM5v,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2831,VM6,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2832,VM7d,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2833,VM7v,2477473,0.03125,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2834,VP1d,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2835,VP1l,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2836,VP1m,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2837,VP2,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2838,VP3,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
2839,VP5,2477473,0,aSP-g2,aSP-g2,FAFB,2,aSP-g2_2
3067,D,2659704,0.036697248,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3068,DA1,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3069,DA2,2659704,0.027522936,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3070,DA3,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3071,DA4l,2659704,0.049803408,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3072,DA4m,2659704,0.015727392,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3073,DC1,2659704,0.003931848,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3074,DC2,2659704,0.03931848,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3075,DC3,2659704,0.015727392,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3076,DC4,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3077,DL1,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3078,DL2d,2659704,0.015727392,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3079,DL2v,2659704,0.015727392,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3080,DL3,2659704,0.001310616,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3081,DL4,2659704,0.069462647,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3082,DL5,2659704,0.027522936,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3083,DM1,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3084,DM2,2659704,0.010484928,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3085,DM3,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3086,DM4,2659704,0.001310616,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3087,DM5,2659704,0.002621232,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3088,DM6,2659704,0.035386632,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3089,DP1l,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3090,DP1m,2659704,0.003931848,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3091,V,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3092,VA1d,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3093,VA1v,2659704,0.140235911,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3094,VA2,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3095,VA3,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3096,VA4,2659704,0.001310616,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3097,VA5,2659704,0.00655308,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3098,VA6,2659704,0.011795544,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3099,VA7l,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3100,VA7m,2659704,0.001310616,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3101,VC1,2659704,0.014416776,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3102,VC2,2659704,0.001310616,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3103,VC3,2659704,0.001310616,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3104,VC4,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3105,VC5,2659704,0.005242464,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3114,VL1,2659704,0.047182176,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3115,VL2a,2659704,0.018348624,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3116,VL2p,2659704,0.056356488,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3117,VM1,2659704,0.028833552,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3118,VM2,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3119,VM3,2659704,0,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3120,VM4,2659704,0.100917431,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
3121,VM5d,2659704,0.01965924,LHAV1a1,LHAV1a1,FAFB,1,LHAV1a1_1
