,glom,id,weight,cell.type,connectivity.type,dataset,index,cell_name
7935,VA2,573683455,0.037878788,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7936,VA3,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7937,VA4,573683455,0.045454545,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7938,VA5,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7939,VA6,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7940,VA7l,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7941,VA7m,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7942,VC1,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7943,VC2,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7944,VC3,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7945,VC4,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7946,VC5,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7947,VL1,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7948,VL2a,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7949,VL2p,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7950,VM1,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7951,VM2,573683455,0.022727273,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7952,VM3,573683455,0.151515152,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7953,VM4,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7954,VM5d,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7955,VM5v,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7956,VM6,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7957,VM7d,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7958,VM7v,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7959,VP1d,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7960,VP1l,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7961,VP1m,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7962,VP2,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7964,VP3,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7966,VP5,573683455,0,LHPV5a1,LHPV5a1_a,Hemibrain,2,LHPV5a1_a_2
7967,D,574040939,0.056818182,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7968,DA1,574040939,0.056818182,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7969,DA2,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7970,DA3,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7971,DA4l,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7972,DA4m,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7973,DC1,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7974,DC2,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7975,DC3,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7976,DC4,574040939,0.056818182,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7977,DL1,574040939,0.056818182,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7978,DL2d,574040939,0.022727273,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7979,DL2v,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7980,DL3,574040939,0.011363636,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7981,DL4,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7982,DL5,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7983,DM1,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7984,DM2,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7985,DM3,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7986,DM4,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7987,DM5,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7988,DM6,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7989,DP1l,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7990,DP1m,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7992,V,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7993,VA1d,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7994,VA1v,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7995,VA2,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7996,VA3,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7997,VA4,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7998,VA5,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
7999,VA6,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8000,VA7l,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8001,VA7m,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8002,VC1,574040939,0.125,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8003,VC2,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8004,VC3,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8005,VC4,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8006,VC5,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8007,VL1,574040939,0.011363636,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8008,VL2a,574040939,0.034090909,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8009,VL2p,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8010,VM1,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8011,VM2,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8012,VM3,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8013,VM4,574040939,0.034090909,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8014,VM5d,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8015,VM5v,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8016,VM6,574040939,0.045454545,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8017,VM7d,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8018,VM7v,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8019,VP1d,574040939,0.022727273,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8020,VP1l,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8021,VP1m,574040939,0.079545455,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8022,VP2,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8024,VP3,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8026,VP5,574040939,0,LHAD1b2,LHAD1b2_c,Hemibrain,2,LHAD1b2_c_2
8027,D,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8028,DA1,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8029,DA2,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8030,DA3,574364525,0.065217391,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8031,DA4l,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8032,DA4m,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8033,DC1,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8034,DC2,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8035,DC3,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8036,DC4,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8037,DL1,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8038,DL2d,574364525,0.369565217,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8039,DL2v,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8040,DL3,574364525,0.195652174,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8041,DL4,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8042,DL5,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8043,DM1,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8044,DM2,574364525,0.02173913,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8045,DM3,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8046,DM4,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8047,DM5,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8048,DM6,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8049,DP1l,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8050,DP1m,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8052,V,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8053,VA1d,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8054,VA1v,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8055,VA2,574364525,0.065217391,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8056,VA3,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8057,VA4,574364525,0.130434783,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8058,VA5,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8059,VA6,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8060,VA7l,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8061,VA7m,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8062,VC1,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8063,VC2,574364525,0.065217391,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8064,VC3,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8065,VC4,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8066,VC5,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8067,VL1,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8068,VL2a,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8069,VL2p,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8070,VM1,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8071,VM2,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8072,VM3,574364525,0.02173913,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8073,VM4,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8074,VM5d,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8075,VM5v,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8076,VM6,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8077,VM7d,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8078,VM7v,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8079,VP1d,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8080,VP1l,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8081,VP1m,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8082,VP2,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8084,VP3,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8086,VP5,574364525,0,LHPD3a2,LHPD3a2_b,Hemibrain,3,LHPD3a2_b_3
8087,D,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8088,DA1,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8089,DA2,574377562,0.14939759,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8090,DA3,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8091,DA4l,574377562,0.122891566,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8092,DA4m,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8093,DC1,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8094,DC2,574377562,0.014457831,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8095,DC3,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8096,DC4,574377562,0.007228916,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8097,DL1,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8098,DL2d,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8099,DL2v,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8100,DL3,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8101,DL4,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8102,DL5,574377562,0.007228916,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8103,DM1,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8104,DM2,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8105,DM3,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8106,DM4,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8107,DM5,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8108,DM6,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8109,DP1l,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8110,DP1m,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8112,V,574377562,0.05060241,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8113,VA1d,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8114,VA1v,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8115,VA2,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8116,VA3,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8117,VA4,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8118,VA5,574377562,0.007228916,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8119,VA6,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8120,VA7l,574377562,0.01686747,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8121,VA7m,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8122,VC1,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8123,VC2,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8124,VC3,574377562,0.019277108,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8125,VC4,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8126,VC5,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8127,VL1,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8128,VL2a,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8129,VL2p,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8130,VM1,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8131,VM2,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8132,VM3,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8133,VM4,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8134,VM5d,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8135,VM5v,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8136,VM6,574377562,0.009638554,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8137,VM7d,574377562,0.060240964,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8138,VM7v,574377562,0.002409639,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8139,VP1d,574377562,0.05060241,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8140,VP1l,574377562,0.053012048,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8141,VP1m,574377562,0.156626506,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8142,VP2,574377562,0.036144578,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8144,VP3,574377562,0,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8146,VP5,574377562,0.004819277,LHAV2d1,LHAV2d1,Hemibrain,1,LHAV2d1_1
8147,D,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8148,DA1,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8149,DA2,574377845,0.045933735,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8150,DA3,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8151,DA4l,574377845,0.103915663,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8152,DA4m,574377845,0.00376506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8153,DC1,574377845,0.00376506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8154,DC2,574377845,0.026355422,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8155,DC3,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8156,DC4,574377845,0.015060241,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8157,DL1,574377845,0.001506024,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8158,DL2d,574377845,0.002259036,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8159,DL2v,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8160,DL3,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8161,DL4,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8162,DL5,574377845,0.001506024,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8163,DM1,574377845,0.003012048,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8164,DM2,574377845,0.00376506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8165,DM3,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8166,DM4,574377845,0.003012048,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8167,DM5,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8168,DM6,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8169,DP1l,574377845,0.010542169,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8170,DP1m,574377845,0.06626506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8172,V,574377845,0.003012048,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8173,VA1d,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8174,VA1v,574377845,0.037650602,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8175,VA2,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8176,VA3,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8177,VA4,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8178,VA5,574377845,0.00376506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8179,VA6,574377845,0.022590361,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8180,VA7l,574377845,0.031626506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8181,VA7m,574377845,0.006024096,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8182,VC1,574377845,0.009036145,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8183,VC2,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8184,VC3,574377845,0.009036145,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8185,VC4,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8186,VC5,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8187,VL1,574377845,0.00376506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8188,VL2a,574377845,0.013554217,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8189,VL2p,574377845,0.016566265,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8190,VM1,574377845,0.011295181,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8191,VM2,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8192,VM3,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8193,VM4,574377845,0.00376506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8194,VM5d,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8195,VM5v,574377845,0.00376506,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8196,VM6,574377845,0.032379518,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8197,VM7d,574377845,0.055722892,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8198,VM7v,574377845,0.000753012,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8199,VP1d,574377845,0.135542169,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8200,VP1l,574377845,0.021837349,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8201,VP1m,574377845,0.091114458,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8202,VP2,574377845,0.092620482,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8204,VP3,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8206,VP5,574377845,0,LHAV3f1,LHAV3f1,Hemibrain,1,LHAV3f1_1
8207,D,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8208,DA1,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8209,DA2,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8210,DA3,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8211,DA4l,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8212,DA4m,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8213,DC1,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8214,DC2,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8215,DC3,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
8216,DC4,577546843,0,LHPV5a1,LHPV5a1_b,Hemibrain,3,LHPV5a1_b_3
